Sales_Rank,Lead_ID,Lead_Score,Lead_Category,Predicted_Probability,Predicted_Converted,Actual_Converted,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
95,1642,99,Hot,0.98536193,1,1,Lead Import,Facebook,No,No,0.0,0,0.0,Email Opened,,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
96,4444,99,Hot,0.9939573,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Mumbai,,,,,No,No,Email Opened
97,2305,99,Hot,0.98739225,1,1,Landing Page Submission,Google,No,No,4.0,324,4.0,SMS Sent,India,Finance Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,No,SMS Sent
98,1447,99,Hot,0.9889683,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,940,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
99,1437,99,Hot,0.9935272,1,1,Landing Page Submission,Google,No,No,10.0,1467,10.0,Email Opened,Netherlands,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Yes,Email Opened
100,6513,99,Hot,0.9925828,1,1,Landing Page Submission,Google,No,No,5.0,967,2.5,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,02.Medium,02.Medium,15.0,14.0,No,No,Email Opened
101,1982,99,Hot,0.99416405,1,1,Landing Page Submission,Direct Traffic,No,No,5.0,1591,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,No,SMS Sent
102,5534,99,Hot,0.98594856,1,1,Landing Page Submission,Organic Search,No,No,3.0,830,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,,,,,No,No,Email Opened
103,8684,99,Hot,0.99084187,1,1,API,Google,No,No,23.0,1341,2.09,SMS Sent,India,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,01.High,02.Medium,16.0,15.0,No,No,Modified
104,8343,99,Hot,0.99235713,1,0,Landing Page Submission,Google,No,No,6.0,1353,6.0,Email Opened,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
105,3645,99,Hot,0.9868732,1,1,Landing Page Submission,Google,No,No,4.0,882,4.0,SMS Sent,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,No,SMS Sent
106,4788,99,Hot,0.99407566,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,SMS Sent
107,319,99,Hot,0.98651123,1,1,API,Google,No,No,4.0,1088,4.0,Page Visited on Website,India,Supply Chain Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,01.High,01.High,16.0,18.0,No,No,Modified
108,7387,99,Hot,0.98906916,1,1,Landing Page Submission,Direct Traffic,No,No,3.0,1486,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Yes,Email Opened
109,2959,99,Hot,0.98919964,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
110,4212,99,Hot,0.9945687,1,1,API,Organic Search,No,No,8.0,1138,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,,,,,No,No,SMS Sent
111,7454,99,Hot,0.98665875,1,1,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,02.Medium,02.Medium,15.0,14.0,No,No,Email Opened
112,4375,99,Hot,0.9900525,1,1,Lead Add Form,Reference,Yes,No,0.0,0,0.0,SMS Sent,,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,,,,,No,No,SMS Sent
113,4693,99,Hot,0.9932166,1,1,Lead Add Form,Welingak Website,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,,,,,No,No,Modified
114,7450,99,Hot,0.9893377,1,1,API,Olark Chat,No,No,2.0,1062,1.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,02.Medium,01.High,13.0,18.0,No,No,SMS Sent
115,3687,99,Hot,0.9914942,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
116,3837,99,Hot,0.99005276,1,1,Lead Add Form,Welingak Website,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
117,5746,99,Hot,0.99323434,1,1,Landing Page Submission,Google,No,No,22.0,759,4.4,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,,,,,No,Yes,Page Visited on Website
118,1991,99,Hot,0.99268746,1,1,API,Google,No,No,10.0,1489,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
119,6737,99,Hot,0.9860486,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,No,No,SMS Sent
120,936,99,Hot,0.992922,1,1,Lead Add Form,Olark Chat,No,No,2.0,1582,2.0,Page Visited on Website,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,,02.Medium,01.High,15.0,17.0,No,No,Modified
121,7794,99,Hot,0.98886245,1,1,Landing Page Submission,Direct Traffic,No,No,14.0,1135,2.33,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Other Cities of Maharashtra,02.Medium,01.High,15.0,17.0,No,No,Modified
122,6211,99,Hot,0.98570627,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,1050,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,,,,,No,Yes,Email Opened
123,8099,99,Hot,0.9913174,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,Email Opened,,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,14.0,18.0,No,No,Email Opened
124,472,99,Hot,0.9921806,1,1,Landing Page Submission,Organic Search,No,No,5.0,1250,5.0,Email Opened,India,E-COMMERCE,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,02.Medium,02.Medium,15.0,13.0,No,Yes,Email Opened
125,819,99,Hot,0.9934262,1,1,Landing Page Submission,Google,No,No,11.0,2069,5.5,Email Opened,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Email Opened
126,667,99,Hot,0.9895125,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Email Opened
127,454,99,Hot,0.9936428,1,1,Lead Add Form,Reference,No,No,1.0,990,1.0,Page Visited on Website,,Marketing Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Page Visited on Website
128,4218,99,Hot,0.9863549,1,1,Lead Add Form,Click2call,No,No,0.0,0,0.0,Email Opened,,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,,,,,No,No,Email Opened
129,5576,99,Hot,0.99417084,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,SMS Sent
130,6179,99,Hot,0.994588,1,1,API,Google,No,No,3.0,1438,1.5,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,SMS Sent
131,3721,99,Hot,0.99351764,1,1,API,Organic Search,No,No,3.0,954,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,No,SMS Sent
132,8625,99,Hot,0.9892781,1,1,Landing Page Submission,Direct Traffic,No,No,3.0,1353,3.0,Email Opened,India,Healthcare Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Modified
133,2844,99,Hot,0.994372,1,1,Landing Page Submission,Direct Traffic,No,No,4.0,1655,1.33,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,SMS Sent
134,1468,99,Hot,0.99421364,1,1,API,Google,No,No,2.0,1132,1.0,Email Opened,India,Operations Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
135,3751,99,Hot,0.99223304,1,1,API,Google,No,No,2.0,806,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,Mumbai,,,,,No,No,Modified
136,6685,99,Hot,0.98917204,1,1,API,Organic Search,No,No,15.0,914,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,,,,,No,No,SMS Sent
137,8551,99,Hot,0.9856719,1,1,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
138,3817,99,Hot,0.99332,1,1,Landing Page Submission,Direct Traffic,No,No,4.0,949,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,,,,,No,Yes,SMS Sent
139,8023,99,Hot,0.9866215,1,1,API,Google,No,No,2.0,1122,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent
140,5313,99,Hot,0.9924454,1,1,Landing Page Submission,Organic Search,No,No,9.0,1562,3.0,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Mumbai,,,,,No,Yes,Modified
141,350,99,Hot,0.99305713,1,1,Lead Add Form,Google,No,No,0.0,0,0.0,Email Opened,,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,02.Medium,01.High,15.0,18.0,No,No,Email Opened
142,3396,99,Hot,0.9930061,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,831,2.0,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent
143,5207,99,Hot,0.98615706,1,1,Landing Page Submission,Direct Traffic,No,No,4.0,887,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,,,,,No,Yes,Email Opened
144,8235,99,Hot,0.9862921,1,1,Landing Page Submission,Direct Traffic,No,No,1.0,125,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
145,2783,99,Hot,0.9871481,1,1,Landing Page Submission,Google,No,No,5.0,1178,5.0,SMS Sent,India,Human Resource Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,,,,,No,No,SMS Sent
146,6712,99,Hot,0.99447614,1,1,Lead Add Form,Reference,No,No,,2081,,,,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,,,,,,No,No,Modified
147,784,99,Hot,0.9949503,1,1,API,Google,No,No,3.0,981,3.0,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Cities,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
148,6711,99,Hot,0.9925143,1,1,Landing Page Submission,Google,No,No,4.0,1568,4.0,Email Opened,India,Finance Management,Housewife,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,,,,,No,No,Email Opened
149,2976,99,Hot,0.9922455,1,1,Lead Add Form,Reference,No,No,,532,,,,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Mumbai,,,,,No,No,Modified
150,1416,99,Hot,0.99291855,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,02.Medium,01.High,15.0,17.0,No,No,SMS Sent
151,3875,99,Hot,0.98765343,1,1,Landing Page Submission,Direct Traffic,No,No,7.0,1576,7.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,Yes,Email Opened
152,4559,99,Hot,0.9941189,1,1,Landing Page Submission,Google,No,No,4.0,874,4.0,SMS Sent,India,Rural and Agribusiness,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,,,,,No,No,SMS Sent
153,4442,99,Hot,0.99453026,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,Finance Management,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,,,,,No,No,SMS Sent
154,7045,99,Hot,0.99005276,1,1,Lead Add Form,Welingak Website,No,No,0.0,0,0.0,SMS Sent,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,,,,,,No,No,SMS Sent
155,8292,99,Hot,0.9944594,1,1,API,Olark Chat,No,No,0.0,0,0.0,Email Opened,,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Modified
156,2338,99,Hot,0.9933328,1,1,Lead Add Form,Reference,No,No,0.0,0,0.0,SMS Sent,,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,02.Medium,01.High,15.0,19.0,No,No,Modified
157,3519,99,Hot,0.9879017,1,1,Landing Page Submission,Organic Search,No,No,5.0,1063,5.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Other Cities,,,,,No,Yes,Modified
158,7845,99,Hot,0.9942415,1,1,API,Google,No,No,12.0,734,1.71,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
159,7472,99,Hot,0.9898769,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,1386,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent
160,5027,99,Hot,0.9943982,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,1496,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Metro Cities,,,,,No,Yes,SMS Sent
161,8539,99,Hot,0.9919109,1,1,Landing Page Submission,Organic Search,No,No,4.0,1390,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,Email Opened
162,6725,99,Hot,0.98936033,1,1,API,Direct Traffic,No,No,11.0,1411,1.38,Email Opened,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
163,6005,99,Hot,0.99213165,1,1,API,Olark Chat,No,No,2.0,1130,2.0,Email Opened,,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,High in Relevance,No,No,,,,,,No,No,Modified
164,2952,99,Hot,0.987912,1,1,Landing Page Submission,Google,No,No,5.0,653,2.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,,,,,No,No,SMS Sent
165,5686,99,Hot,0.99325764,1,1,API,Google,No,No,2.0,1488,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,No,SMS Sent
166,6697,99,Hot,0.98570627,1,1,Landing Page Submission,Direct Traffic,No,No,2.0,1201,2.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,,,,,No,Yes,Email Opened
167,5036,99,Hot,0.9885966,1,1,API,Olark Chat,No,No,0.0,0,0.0,SMS Sent,,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,No,No,SMS Sent
